,actual_label,prediction_label
143389,STYLE & BEAUTY,WELLNESS
53056,QUEER VOICES,POLITICS
192937,TRAVEL,TRAVEL
55662,CRIME,POLITICS
79000,BUSINESS,POLITICS
52993,CRIME,POLITICS
198166,COMEDY,POLITICS
164979,TECH,POLITICS
112169,PARENTS,POLITICS
82772,THE WORLDPOST,POLITICS
91838,PARENTS,PARENTING
101379,TASTE,FOOD & DRINK
3680,TRAVEL,POLITICS
99441,SPORTS,POLITICS
186868,FOOD & DRINK,FOOD & DRINK
37488,QUEER VOICES,ENTERTAINMENT
19656,POLITICS,POLITICS
80242,POLITICS,POLITICS
69201,ENTERTAINMENT,ENTERTAINMENT
200042,STYLE & BEAUTY,STYLE & BEAUTY
135886,ENVIRONMENT,POLITICS
5757,POLITICS,POLITICS
16343,COMEDY,POLITICS
68857,TECH,POLITICS
20926,ENTERTAINMENT,POLITICS
197315,TRAVEL,TRAVEL
148041,TRAVEL,TRAVEL
122141,COMEDY,ENTERTAINMENT
32630,POLITICS,POLITICS
106070,ARTS,WELLNESS
52973,COMEDY,POLITICS
16941,HEALTHY LIVING,POLITICS
169250,WEDDINGS,WELLNESS
7401,POLITICS,POLITICS
180052,WELLNESS,WELLNESS
94675,TRAVEL,POLITICS
104445,MEDIA,POLITICS
71195,ARTS & CULTURE,POLITICS
38776,QUEER VOICES,POLITICS
96068,HEALTHY LIVING,WELLNESS
70664,POLITICS,POLITICS
49066,POLITICS,POLITICS
9383,POLITICS,POLITICS
162393,SCIENCE,WELLNESS
31834,COMEDY,POLITICS
134642,FOOD & DRINK,WELLNESS
34333,POLITICS,POLITICS
3892,IMPACT,POLITICS
5618,SPORTS,POLITICS
170043,IMPACT,WELLNESS
110299,BUSINESS,POLITICS
175410,ENTERTAINMENT,WELLNESS
106536,FIFTY,WELLNESS
2862,POLITICS,POLITICS
153054,ENVIRONMENT,ENTERTAINMENT
168453,CULTURE & ARTS,STYLE & BEAUTY
175179,DIVORCE,WELLNESS
39325,WEIRD NEWS,ENTERTAINMENT
105988,WOMEN,ENTERTAINMENT
104886,CRIME,WELLNESS
29635,ARTS & CULTURE,POLITICS
91242,ENTERTAINMENT,POLITICS
145159,STYLE & BEAUTY,STYLE & BEAUTY
11913,PARENTS,POLITICS
131245,QUEER VOICES,ENTERTAINMENT
41066,THE WORLDPOST,POLITICS
142224,WELLNESS,WELLNESS
76813,SCIENCE,WELLNESS
113980,IMPACT,POLITICS
196259,WELLNESS,POLITICS
167772,ENTERTAINMENT,ENTERTAINMENT
140583,WELLNESS,WELLNESS
121195,PARENTS,POLITICS
155717,ENVIRONMENT,PARENTING
98539,WORLDPOST,POLITICS
125322,WELLNESS,WELLNESS
188957,WELLNESS,ENTERTAINMENT
193452,TRAVEL,TRAVEL
194875,TRAVEL,TRAVEL
69565,ENTERTAINMENT,POLITICS
107454,POLITICS,POLITICS
159877,STYLE & BEAUTY,STYLE & BEAUTY
172218,WELLNESS,WELLNESS
119354,POLITICS,POLITICS
71498,CRIME,ENTERTAINMENT
139805,ENTERTAINMENT,ENTERTAINMENT
64605,POLITICS,POLITICS
41243,POLITICS,POLITICS
53036,THE WORLDPOST,POLITICS
166850,DIVORCE,WELLNESS
180890,WEDDINGS,POLITICS
45856,POLITICS,POLITICS
67960,CRIME,ENTERTAINMENT
137374,MONEY,WELLNESS
81075,CRIME,POLITICS
101816,HEALTHY LIVING,WELLNESS
149744,ENVIRONMENT,POLITICS
51238,GREEN,WELLNESS
173546,SCIENCE,WELLNESS
65198,HEALTHY LIVING,WELLNESS
6940,ENTERTAINMENT,ENTERTAINMENT
133645,WELLNESS,WELLNESS
192982,IMPACT,POLITICS
112968,ARTS,ENTERTAINMENT
79910,ENTERTAINMENT,ENTERTAINMENT
10059,ENTERTAINMENT,ENTERTAINMENT
15509,POLITICS,POLITICS
123614,POLITICS,POLITICS
33475,ENTERTAINMENT,POLITICS
158947,WELLNESS,WELLNESS
148351,HOME & LIVING,WELLNESS
104094,POLITICS,POLITICS
105074,BUSINESS,POLITICS
184309,WEDDINGS,STYLE & BEAUTY
87711,ENTERTAINMENT,ENTERTAINMENT
116485,CRIME,POLITICS
165343,WELLNESS,PARENTING
128904,WELLNESS,WELLNESS
98478,ENTERTAINMENT,ENTERTAINMENT
113597,ARTS,POLITICS
175809,TRAVEL,TRAVEL
165190,STYLE & BEAUTY,POLITICS
65090,POLITICS,POLITICS
24652,POLITICS,POLITICS
176306,PARENTING,WELLNESS
71153,CRIME,POLITICS
192114,FOOD & DRINK,FOOD & DRINK
131139,FOOD & DRINK,WELLNESS
187049,WELLNESS,WELLNESS
59742,COMEDY,POLITICS
141070,PARENTING,ENTERTAINMENT
56412,FIFTY,WELLNESS
119303,RELIGION,POLITICS
1456,POLITICS,POLITICS
57560,SCIENCE,POLITICS
526,COMEDY,ENTERTAINMENT
78256,BUSINESS,POLITICS
75044,POLITICS,POLITICS
106107,TASTE,FOOD & DRINK
52608,POLITICS,POLITICS
153152,STYLE & BEAUTY,POLITICS
179228,PARENTING,WELLNESS
152809,FOOD & DRINK,WELLNESS
129257,CRIME,POLITICS
17719,PARENTS,WELLNESS
106452,WORLDPOST,POLITICS
168884,FOOD & DRINK,WELLNESS
108150,WOMEN,WELLNESS
32879,BUSINESS,POLITICS
98073,GREEN,POLITICS
20828,WORLD NEWS,POLITICS
68939,HEALTHY LIVING,WELLNESS
7687,POLITICS,POLITICS
168167,PARENTING,POLITICS
31492,THE WORLDPOST,POLITICS
180202,MONEY,WELLNESS
6055,POLITICS,POLITICS
30003,POLITICS,POLITICS
177111,STYLE & BEAUTY,POLITICS
49500,ENTERTAINMENT,ENTERTAINMENT
38009,WOMEN,POLITICS
174129,QUEER VOICES,POLITICS
33172,THE WORLDPOST,POLITICS
134283,TRAVEL,TRAVEL
110784,WORLDPOST,POLITICS
110177,QUEER VOICES,POLITICS
199489,ENTERTAINMENT,ENTERTAINMENT
187824,PARENTING,WELLNESS
111731,POLITICS,POLITICS
142466,TECH,POLITICS
73514,IMPACT,WELLNESS
56239,QUEER VOICES,POLITICS
87625,HEALTHY LIVING,WELLNESS
111316,COLLEGE,POLITICS
7448,ENTERTAINMENT,ENTERTAINMENT
86935,POLITICS,POLITICS
177666,WELLNESS,POLITICS
120914,COMEDY,POLITICS
111185,WEIRD NEWS,POLITICS
69001,POLITICS,POLITICS
191245,MONEY,POLITICS
152473,ENVIRONMENT,POLITICS
111815,TRAVEL,POLITICS
121500,TRAVEL,TRAVEL
110750,QUEER VOICES,QUEER VOICES
86158,COMEDY,POLITICS
40004,PARENTS,POLITICS
200058,TRAVEL,TRAVEL
199290,WELLNESS,WELLNESS
123697,QUEER VOICES,POLITICS
187983,DIVORCE,WELLNESS
60365,MEDIA,POLITICS
195611,TRAVEL,TRAVEL
98563,ENTERTAINMENT,ENTERTAINMENT
180792,WELLNESS,WELLNESS
141601,WELLNESS,WELLNESS
22163,POLITICS,POLITICS
149044,COMEDY,WELLNESS
25324,MEDIA,POLITICS
167398,STYLE & BEAUTY,WELLNESS
13622,IMPACT,POLITICS
124467,MEDIA,POLITICS
85506,ENTERTAINMENT,ENTERTAINMENT
100340,POLITICS,POLITICS
69272,ARTS & CULTURE,WELLNESS
34066,GREEN,POLITICS
21825,WORLD NEWS,POLITICS
49188,SCIENCE,ENTERTAINMENT
181620,WELLNESS,POLITICS
6347,POLITICS,POLITICS
21419,WORLD NEWS,POLITICS
125829,TRAVEL,POLITICS
113068,WOMEN,POLITICS
121940,RELIGION,WELLNESS
75950,SPORTS,ENTERTAINMENT
27370,POLITICS,POLITICS
26019,POLITICS,POLITICS
79723,ENTERTAINMENT,ENTERTAINMENT
129643,WELLNESS,WELLNESS
115132,WORLDPOST,POLITICS
155651,SPORTS,POLITICS
75972,HEALTHY LIVING,WELLNESS
66440,POLITICS,POLITICS
159705,WELLNESS,WELLNESS
15998,ENTERTAINMENT,ENTERTAINMENT
187902,PARENTING,PARENTING
139967,TRAVEL,TRAVEL
159374,WELLNESS,WELLNESS
92619,ENTERTAINMENT,ENTERTAINMENT
152738,PARENTING,QUEER VOICES
77557,POLITICS,POLITICS
82588,ENTERTAINMENT,ENTERTAINMENT
83202,ARTS & CULTURE,ENTERTAINMENT
120247,POLITICS,WELLNESS
95484,TRAVEL,TRAVEL
125194,WELLNESS,WELLNESS
145824,HOME & LIVING,WELLNESS
121114,WOMEN,ENTERTAINMENT
195697,STYLE & BEAUTY,WELLNESS
24266,QUEER VOICES,POLITICS
91244,BUSINESS,POLITICS
191088,BLACK VOICES,STYLE & BEAUTY
157942,WELLNESS,WELLNESS
198828,BUSINESS,POLITICS
150087,DIVORCE,FOOD & DRINK
117177,POLITICS,POLITICS
46101,BLACK VOICES,POLITICS
80019,POLITICS,POLITICS
64438,BLACK VOICES,POLITICS
65528,POLITICS,POLITICS
106128,HEALTHY LIVING,WELLNESS
44726,PARENTS,POLITICS
25882,ENTERTAINMENT,ENTERTAINMENT
148739,STYLE & BEAUTY,ENTERTAINMENT
34372,STYLE,POLITICS
13117,GREEN,WELLNESS
196381,FOOD & DRINK,WELLNESS
176328,STYLE & BEAUTY,STYLE & BEAUTY
38139,POLITICS,POLITICS
141673,PARENTING,WELLNESS
184952,TRAVEL,POLITICS
128569,PARENTING,POLITICS
127758,PARENTING,PARENTING
125005,STYLE & BEAUTY,STYLE & BEAUTY
100276,RELIGION,POLITICS
153566,WELLNESS,WELLNESS
197358,MONEY,POLITICS
147422,STYLE & BEAUTY,STYLE & BEAUTY
72542,RELIGION,POLITICS
176552,STYLE & BEAUTY,STYLE & BEAUTY
57262,SPORTS,POLITICS
155014,QUEER VOICES,POLITICS
167821,WELLNESS,WELLNESS
55136,STYLE,STYLE & BEAUTY
156808,WELLNESS,WELLNESS
67823,BLACK VOICES,POLITICS
194075,WELLNESS,WELLNESS
152476,IMPACT,POLITICS
92734,WORLDPOST,STYLE & BEAUTY
169405,MONEY,POLITICS
104257,TRAVEL,TRAVEL
199701,WEDDINGS,POLITICS
50727,POLITICS,POLITICS
153849,PARENTING,PARENTING
147381,HOME & LIVING,POLITICS
150048,FOOD & DRINK,POLITICS
186132,STYLE & BEAUTY,WELLNESS
197125,WELLNESS,WELLNESS
38453,SCIENCE,POLITICS
133980,ENVIRONMENT,TRAVEL
88488,ENTERTAINMENT,POLITICS
136931,PARENTING,WELLNESS
109175,FIFTY,POLITICS
188809,STYLE & BEAUTY,ENTERTAINMENT
111580,COMEDY,POLITICS
122762,TRAVEL,POLITICS
150762,WELLNESS,WELLNESS
38937,THE WORLDPOST,POLITICS
133302,TECH,POLITICS
60378,POLITICS,POLITICS
175234,CRIME,POLITICS
106819,POLITICS,POLITICS
56519,TECH,POLITICS
5817,TRAVEL,TRAVEL
15343,WOMEN,POLITICS
155665,WELLNESS,TRAVEL
37074,POLITICS,POLITICS
120424,PARENTS,PARENTING
99279,MEDIA,ENTERTAINMENT
127313,STYLE & BEAUTY,STYLE & BEAUTY
149712,COMEDY,POLITICS
55802,ARTS,POLITICS
57183,IMPACT,POLITICS
147898,STYLE & BEAUTY,STYLE & BEAUTY
57546,POLITICS,POLITICS
1924,CRIME,POLITICS
49101,ENTERTAINMENT,ENTERTAINMENT
66348,POLITICS,POLITICS
182965,STYLE & BEAUTY,WELLNESS
93973,POLITICS,POLITICS
177555,WELLNESS,WELLNESS
123668,STYLE,STYLE & BEAUTY
24429,TECH,POLITICS
146836,WEDDINGS,POLITICS
95809,PARENTS,PARENTS
196180,STYLE & BEAUTY,STYLE & BEAUTY
61139,ENTERTAINMENT,ENTERTAINMENT
110573,POLITICS,POLITICS
179107,WELLNESS,WELLNESS
127512,TRAVEL,WELLNESS
177303,DIVORCE,DIVORCE
4247,POLITICS,POLITICS
146158,WELLNESS,WELLNESS
187841,SCIENCE,POLITICS
160681,FOOD & DRINK,FOOD & DRINK
169667,TRAVEL,TRAVEL
174622,STYLE & BEAUTY,STYLE & BEAUTY
161563,FOOD & DRINK,POLITICS
79318,POLITICS,POLITICS
39768,COMEDY,POLITICS
199576,CULTURE & ARTS,ENTERTAINMENT
16636,STYLE,WELLNESS
106975,IMPACT,POLITICS
90593,ARTS,POLITICS
13004,WOMEN,POLITICS
29304,PARENTS,POLITICS
177523,WELLNESS,POLITICS
87496,TRAVEL,TRAVEL
120098,SPORTS,ENTERTAINMENT
78639,SPORTS,POLITICS
162411,ENTERTAINMENT,ENTERTAINMENT
89171,GREEN,POLITICS
189088,ENVIRONMENT,WELLNESS
136212,PARENTING,ENTERTAINMENT
154408,QUEER VOICES,QUEER VOICES
180664,IMPACT,WELLNESS
14438,POLITICS,POLITICS
19560,GREEN,ENTERTAINMENT
182471,WELLNESS,WELLNESS
101738,ENTERTAINMENT,ENTERTAINMENT
106141,ENTERTAINMENT,POLITICS
86813,ARTS,TRAVEL
189644,BUSINESS,POLITICS
198554,WELLNESS,WELLNESS
163333,PARENTING,ENTERTAINMENT
120239,ENTERTAINMENT,ENTERTAINMENT
162694,WELLNESS,WELLNESS
70283,TECH,POLITICS
44291,MEDIA,POLITICS
95666,RELIGION,POLITICS
9221,WEIRD NEWS,WELLNESS
48158,CRIME,POLITICS
135580,COMEDY,POLITICS
19032,POLITICS,POLITICS
160051,DIVORCE,WELLNESS
168040,WELLNESS,WELLNESS
58414,COMEDY,POLITICS
143122,QUEER VOICES,POLITICS
100427,HEALTHY LIVING,WELLNESS
139424,FOOD & DRINK,WELLNESS
73861,ENTERTAINMENT,ENTERTAINMENT
172301,SPORTS,POLITICS
156936,WEDDINGS,WELLNESS
67112,BUSINESS,POLITICS
111768,CRIME,POLITICS
114296,POLITICS,POLITICS
168653,WELLNESS,WELLNESS
138285,STYLE & BEAUTY,POLITICS
113069,POLITICS,POLITICS
82984,HEALTHY LIVING,WELLNESS
103787,ARTS,TRAVEL
94474,RELIGION,POLITICS
35274,BUSINESS,POLITICS
52450,POLITICS,POLITICS
199916,STYLE & BEAUTY,STYLE & BEAUTY
81440,POLITICS,POLITICS
53981,BLACK VOICES,POLITICS
94848,ENTERTAINMENT,POLITICS
184517,TECH,POLITICS
162832,STYLE & BEAUTY,STYLE & BEAUTY
47954,PARENTS,POLITICS
115749,ENTERTAINMENT,ENTERTAINMENT
5926,ENTERTAINMENT,ENTERTAINMENT
56492,POLITICS,POLITICS
130773,PARENTING,WELLNESS
88734,SPORTS,POLITICS
25694,TASTE,POLITICS
176335,WELLNESS,WELLNESS
57054,BLACK VOICES,POLITICS
194506,HOME & LIVING,HOME & LIVING
19668,ENTERTAINMENT,ENTERTAINMENT
63165,THE WORLDPOST,THE WORLDPOST
15364,BLACK VOICES,POLITICS
60004,HEALTHY LIVING,WELLNESS
92581,POLITICS,POLITICS
122044,POLITICS,POLITICS
26837,WOMEN,POLITICS
45584,POLITICS,POLITICS
111334,GREEN,POLITICS
177553,TRAVEL,WELLNESS
54310,WEIRD NEWS,ENTERTAINMENT
194720,STYLE & BEAUTY,STYLE & BEAUTY
2301,MEDIA,POLITICS
77741,POLITICS,POLITICS
68992,TASTE,POLITICS
82486,POLITICS,POLITICS
182049,DIVORCE,POLITICS
8564,WORLD NEWS,POLITICS
178994,WEDDINGS,POLITICS
48180,TASTE,WELLNESS
74658,WEIRD NEWS,PARENTING
36920,ENTERTAINMENT,ENTERTAINMENT
192854,WELLNESS,ENTERTAINMENT
173817,WELLNESS,POLITICS
11858,ENTERTAINMENT,ENTERTAINMENT
98064,HEALTHY LIVING,WELLNESS
137958,QUEER VOICES,POLITICS
62992,ENTERTAINMENT,ENTERTAINMENT
78925,WEIRD NEWS,POLITICS
148938,DIVORCE,POLITICS
189470,WELLNESS,WELLNESS
129576,PARENTING,PARENTING
24862,WORLD NEWS,POLITICS
85305,ENTERTAINMENT,POLITICS
118318,GOOD NEWS,POLITICS
18818,ENTERTAINMENT,POLITICS
36860,POLITICS,POLITICS
197181,TRAVEL,TRAVEL
51592,THE WORLDPOST,POLITICS
163674,PARENTING,POLITICS
47939,BLACK VOICES,ENTERTAINMENT
35670,POLITICS,POLITICS
5577,QUEER VOICES,QUEER VOICES
177231,STYLE & BEAUTY,STYLE & BEAUTY
26130,TASTE,WELLNESS
43676,PARENTS,POLITICS
12946,WORLD NEWS,POLITICS
160148,STYLE & BEAUTY,STYLE & BEAUTY
145471,WELLNESS,POLITICS
179216,STYLE & BEAUTY,STYLE & BEAUTY
137098,COMEDY,POLITICS
16117,WORLD NEWS,POLITICS
57085,POLITICS,POLITICS
61888,ARTS,POLITICS
45669,POLITICS,POLITICS
122870,WOMEN,POLITICS
82499,WEIRD NEWS,ENTERTAINMENT
186533,ENVIRONMENT,ENTERTAINMENT
131353,TRAVEL,TRAVEL
191948,WELLNESS,WELLNESS
124523,HEALTHY LIVING,WELLNESS
177852,TRAVEL,TRAVEL
195678,WEDDINGS,POLITICS
46930,POLITICS,POLITICS
56345,POLITICS,POLITICS
118528,ENTERTAINMENT,ENTERTAINMENT
56110,POLITICS,POLITICS
38434,POLITICS,POLITICS
126106,STYLE & BEAUTY,ENTERTAINMENT
184299,WELLNESS,PARENTING
26989,STYLE,STYLE & BEAUTY
135304,WELLNESS,WELLNESS
153994,TRAVEL,ENTERTAINMENT
54018,BLACK VOICES,POLITICS
50099,HEALTHY LIVING,WELLNESS
114491,MEDIA,POLITICS
102281,BUSINESS,BUSINESS
137152,WELLNESS,POLITICS
134715,MONEY,POLITICS
77399,POLITICS,POLITICS
129646,WEDDINGS,WELLNESS
163575,PARENTING,POLITICS
44232,COMEDY,ENTERTAINMENT
174872,TECH,WELLNESS
110462,HEALTHY LIVING,WELLNESS
188547,TRAVEL,POLITICS
18007,BLACK VOICES,WELLNESS
84647,POLITICS,POLITICS
107913,ENTERTAINMENT,ENTERTAINMENT
91864,COMEDY,ENTERTAINMENT
17923,ENTERTAINMENT,ENTERTAINMENT
127173,FOOD & DRINK,POLITICS
73863,POLITICS,POLITICS
83317,CRIME,POLITICS
57114,POLITICS,POLITICS
153415,TRAVEL,POLITICS
194777,STYLE & BEAUTY,STYLE & BEAUTY
82503,STYLE,WELLNESS
19148,POLITICS,POLITICS
28918,POLITICS,POLITICS
65201,COMEDY,POLITICS
88898,EDUCATION,POLITICS
120483,SPORTS,ENTERTAINMENT
142608,FOOD & DRINK,POLITICS
152649,TRAVEL,STYLE & BEAUTY
20664,STYLE,STYLE & BEAUTY
14708,TASTE,WELLNESS
147131,WELLNESS,WELLNESS
128726,WELLNESS,WELLNESS
99579,HEALTHY LIVING,WELLNESS
175989,FOOD & DRINK,FOOD & DRINK
185309,STYLE & BEAUTY,STYLE & BEAUTY
125855,PARENTING,ENTERTAINMENT
32851,POLITICS,POLITICS
80491,ENTERTAINMENT,ENTERTAINMENT
114610,POLITICS,POLITICS
314,ENTERTAINMENT,ENTERTAINMENT
25012,POLITICS,POLITICS
179026,WELLNESS,POLITICS
96061,IMPACT,WELLNESS
159681,CULTURE & ARTS,WELLNESS
170813,PARENTING,WELLNESS
151713,TECH,WELLNESS
195215,WELLNESS,WELLNESS
32723,RELIGION,POLITICS
142617,WELLNESS,ENTERTAINMENT
74316,SPORTS,POLITICS
134580,WELLNESS,WELLNESS
180623,WELLNESS,WELLNESS
170301,CRIME,POLITICS
76577,CRIME,POLITICS
149219,WEDDINGS,WEDDINGS
185144,IMPACT,POLITICS
15696,SPORTS,POLITICS
35100,POLITICS,POLITICS
133962,QUEER VOICES,POLITICS
65152,ENTERTAINMENT,POLITICS
36226,STYLE,STYLE & BEAUTY
29261,POLITICS,POLITICS
185847,ENTERTAINMENT,POLITICS
74698,THE WORLDPOST,POLITICS
119089,HEALTHY LIVING,WELLNESS
161588,TRAVEL,TRAVEL
154720,WELLNESS,WELLNESS
136665,TRAVEL,POLITICS
31288,PARENTS,PARENTING
97090,POLITICS,POLITICS
137527,WELLNESS,WELLNESS
4004,IMPACT,POLITICS
168477,TRAVEL,TRAVEL
187172,SCIENCE,WELLNESS
103028,WORLDPOST,POLITICS
134932,PARENTING,ENTERTAINMENT
112654,TRAVEL,POLITICS
192663,WEDDINGS,WELLNESS
153856,WEDDINGS,POLITICS
173796,WELLNESS,WELLNESS
146357,ENTERTAINMENT,ENTERTAINMENT
116581,WORLDPOST,WELLNESS
19823,IMPACT,POLITICS
183265,TRAVEL,TRAVEL
161760,CULTURE & ARTS,ENTERTAINMENT
172723,DIVORCE,POLITICS
94727,BLACK VOICES,POLITICS
3269,POLITICS,POLITICS
124130,PARENTS,POLITICS
17640,HEALTHY LIVING,POLITICS
2479,POLITICS,POLITICS
49789,TRAVEL,POLITICS
158717,DIVORCE,DIVORCE
194148,TRAVEL,POLITICS
177925,PARENTING,WELLNESS
96362,BUSINESS,POLITICS
187193,ENTERTAINMENT,POLITICS
72424,POLITICS,POLITICS
15985,ENTERTAINMENT,TRAVEL
30571,POLITICS,POLITICS
53854,POLITICS,POLITICS
14044,ENTERTAINMENT,POLITICS
168399,DIVORCE,ENTERTAINMENT
97904,ENTERTAINMENT,ENTERTAINMENT
30750,POLITICS,POLITICS
54392,CRIME,POLITICS
132991,TRAVEL,WELLNESS
185871,WELLNESS,WELLNESS
25242,HEALTHY LIVING,WELLNESS
142199,DIVORCE,POLITICS
62688,BUSINESS,POLITICS
189463,FOOD & DRINK,FOOD & DRINK
15815,POLITICS,POLITICS
125000,HOME & LIVING,WELLNESS
151959,COMEDY,COMEDY
27837,POLITICS,POLITICS
5690,SPORTS,ENTERTAINMENT
43149,POLITICS,POLITICS
83735,COMEDY,POLITICS
101220,TASTE,FOOD & DRINK
178440,STYLE & BEAUTY,STYLE & BEAUTY
104996,ENTERTAINMENT,ENTERTAINMENT
92905,HEALTHY LIVING,WELLNESS
46018,ENTERTAINMENT,ENTERTAINMENT
102862,BUSINESS,BUSINESS
147159,BUSINESS,WELLNESS
139406,STYLE & BEAUTY,STYLE & BEAUTY
200255,STYLE & BEAUTY,STYLE & BEAUTY
79517,POLITICS,POLITICS
181803,TRAVEL,POLITICS
144297,PARENTING,WELLNESS
54091,RELIGION,POLITICS
193093,TRAVEL,TRAVEL
140143,FOOD & DRINK,FOOD & DRINK
179453,BUSINESS,POLITICS
19375,BLACK VOICES,POLITICS
74372,ENTERTAINMENT,ENTERTAINMENT
13209,WORLD NEWS,POLITICS
76573,HEALTHY LIVING,WELLNESS
61473,GOOD NEWS,POLITICS
7298,QUEER VOICES,POLITICS
65896,SCIENCE,ENTERTAINMENT
175321,STYLE & BEAUTY,STYLE & BEAUTY
183193,WELLNESS,WELLNESS
152820,WELLNESS,POLITICS
41797,ARTS & CULTURE,POLITICS
110315,POLITICS,POLITICS
129440,WELLNESS,WELLNESS
159504,HOME & LIVING,STYLE & BEAUTY
176898,HOME & LIVING,ENTERTAINMENT
36233,COMEDY,POLITICS
176305,FOOD & DRINK,POLITICS
174811,WELLNESS,WELLNESS
58933,THE WORLDPOST,POLITICS
155451,DIVORCE,POLITICS
85779,ENTERTAINMENT,ENTERTAINMENT
101031,POLITICS,POLITICS
177766,WELLNESS,WELLNESS
126987,STYLE & BEAUTY,WELLNESS
89606,QUEER VOICES,WEDDINGS
187698,MONEY,POLITICS
59322,ENTERTAINMENT,ENTERTAINMENT
161401,HOME & LIVING,POLITICS
169400,PARENTING,PARENTING
143943,WELLNESS,WELLNESS
15671,PARENTS,WELLNESS
58706,ENTERTAINMENT,ENTERTAINMENT
194122,FOOD & DRINK,WELLNESS
162589,FOOD & DRINK,POLITICS
176062,TECH,ENTERTAINMENT
45407,POLITICS,POLITICS
97990,RELIGION,POLITICS
90365,WORLDPOST,POLITICS
66876,POLITICS,POLITICS
93191,POLITICS,POLITICS
47892,MEDIA,POLITICS
45067,POLITICS,POLITICS
181880,WELLNESS,ENTERTAINMENT
43268,QUEER VOICES,POLITICS
140895,WELLNESS,WELLNESS
184544,WELLNESS,WELLNESS
133449,TRAVEL,TRAVEL
182303,WELLNESS,WELLNESS
183570,PARENTING,PARENTING
160636,STYLE & BEAUTY,WELLNESS
185473,WELLNESS,POLITICS
5438,SPORTS,POLITICS
29575,STYLE,POLITICS
136237,HOME & LIVING,POLITICS
162679,TRAVEL,TRAVEL
85829,STYLE,POLITICS
4963,POLITICS,POLITICS
33045,BUSINESS,POLITICS
70272,MEDIA,ENTERTAINMENT
137062,WELLNESS,WELLNESS
110433,FIFTY,WELLNESS
170596,WELLNESS,WELLNESS
191905,PARENTING,PARENTING
171294,PARENTING,WELLNESS
129988,ENVIRONMENT,POLITICS
147562,PARENTING,PARENTING
75076,ENTERTAINMENT,ENTERTAINMENT
89188,CRIME,POLITICS
123711,SCIENCE,WELLNESS
21549,QUEER VOICES,POLITICS
66321,HEALTHY LIVING,POLITICS
29300,WEIRD NEWS,ENTERTAINMENT
70948,GREEN,POLITICS
93808,POLITICS,POLITICS
124948,GREEN,POLITICS
64266,MEDIA,POLITICS
41076,WOMEN,POLITICS
12666,WORLD NEWS,POLITICS
35610,POLITICS,POLITICS
20454,QUEER VOICES,POLITICS
181161,WEDDINGS,TRAVEL
11218,WOMEN,ENTERTAINMENT
20896,POLITICS,POLITICS
138932,PARENTING,POLITICS
183828,STYLE & BEAUTY,STYLE & BEAUTY
163791,WELLNESS,WELLNESS
108837,WOMEN,POLITICS
129536,WELLNESS,WELLNESS
38366,POLITICS,POLITICS
86999,QUEER VOICES,WELLNESS
192713,STYLE & BEAUTY,STYLE & BEAUTY
82973,WEIRD NEWS,ENTERTAINMENT
36610,POLITICS,POLITICS
117056,TASTE,WELLNESS
199861,TRAVEL,TRAVEL
15668,COMEDY,WELLNESS
85321,CRIME,POLITICS
126411,WEDDINGS,ENTERTAINMENT
58940,ENTERTAINMENT,WELLNESS
177107,MONEY,WELLNESS
137435,WELLNESS,POLITICS
55997,POLITICS,POLITICS
190440,ENTERTAINMENT,ENTERTAINMENT
77646,PARENTS,ENTERTAINMENT
125951,PARENTING,POLITICS
95114,HEALTHY LIVING,HEALTHY LIVING
13820,WOMEN,WELLNESS
197657,STYLE & BEAUTY,WELLNESS
67286,POLITICS,POLITICS
57927,POLITICS,POLITICS
186353,STYLE & BEAUTY,STYLE & BEAUTY
187148,STYLE & BEAUTY,STYLE & BEAUTY
115116,ENTERTAINMENT,ENTERTAINMENT
44268,THE WORLDPOST,THE WORLDPOST
17826,POLITICS,POLITICS
64476,ENTERTAINMENT,ENTERTAINMENT
144111,FOOD & DRINK,POLITICS
12477,HEALTHY LIVING,POLITICS
177125,WELLNESS,WELLNESS
106551,ENTERTAINMENT,POLITICS
71653,WEIRD NEWS,ENTERTAINMENT
2780,POLITICS,POLITICS
145969,TRAVEL,POLITICS
147207,FOOD & DRINK,FOOD & DRINK
147674,FOOD & DRINK,FOOD & DRINK
158453,DIVORCE,POLITICS
133442,FOOD & DRINK,FOOD & DRINK
16819,TECH,POLITICS
109792,ENTERTAINMENT,ENTERTAINMENT
75639,WEIRD NEWS,WELLNESS
80121,POLITICS,POLITICS
138048,SCIENCE,WELLNESS
18064,THE WORLDPOST,POLITICS
103753,WORLDPOST,POLITICS
93523,HEALTHY LIVING,WELLNESS
35400,POLITICS,POLITICS
165737,BUSINESS,POLITICS
113429,SCIENCE,POLITICS
47335,LATINO VOICES,POLITICS
101815,TRAVEL,POLITICS
116173,MEDIA,POLITICS
2880,POLITICS,POLITICS
97082,WOMEN,WELLNESS
163863,FOOD & DRINK,WELLNESS
187267,WELLNESS,WELLNESS
97610,POLITICS,POLITICS
187984,PARENTING,WELLNESS
196352,TRAVEL,TRAVEL
120942,POLITICS,POLITICS
88568,PARENTS,POLITICS
42103,POLITICS,POLITICS
114599,WORLDPOST,POLITICS
34428,POLITICS,POLITICS
189320,PARENTING,WELLNESS
94897,COMEDY,ENTERTAINMENT
188364,PARENTING,POLITICS
55721,POLITICS,POLITICS
145933,WELLNESS,WELLNESS
